sample_id,animal_id,teaching_class,source_label,label_id,start_unixtime,end_unixtime,start_datetime,end_datetime,sampling_rate_hz,window_points,source_acceleration_csv,source_feature_csv
OM-024032,OM2103,flight_cruising,flight_cruising,401,1630453021.0,1630453022.96,2021-08-31 23:37:01.000,2021-08-31 23:37:02.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2103.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2103.csv
OM-024033,OM2103,flight_cruising,flight_cruising,401,1630453022.0,1630453023.96,2021-08-31 23:37:02.000,2021-08-31 23:37:03.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2103.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2103.csv
OM-024034,OM2103,flight_cruising,flight_cruising,401,1630453023.0,1630453024.96,2021-08-31 23:37:03.000,2021-08-31 23:37:04.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2103.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2103.csv
OM-024035,OM2103,flight_cruising,flight_cruising,401,1630453024.0,1630453025.96,2021-08-31 23:37:04.000,2021-08-31 23:37:05.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2103.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2103.csv
OM-024036,OM2103,flight_cruising,flight_cruising,401,1630453025.0,1630453026.96,2021-08-31 23:37:05.000,2021-08-31 23:37:06.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2103.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2103.csv
OM-024037,OM2103,flight_cruising,flight_cruising,401,1630453026.0,1630453027.96,2021-08-31 23:37:06.000,2021-08-31 23:37:07.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2103.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2103.csv
OM-024038,OM2103,flight_cruising,flight_cruising,401,1630453027.0,1630453028.96,2021-08-31 23:37:07.000,2021-08-31 23:37:08.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2103.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2103.csv
OM-024039,OM2103,flight_cruising,flight_cruising,401,1630453028.0,1630453029.96,2021-08-31 23:37:08.000,2021-08-31 23:37:09.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2103.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2103.csv
OM-024040,OM2103,flight_cruising,flight_cruising,401,1630453029.0,1630453030.96,2021-08-31 23:37:09.000,2021-08-31 23:37:10.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2103.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2103.csv
OM-024041,OM2103,flight_cruising,flight_cruising,401,1630453030.0,1630453031.96,2021-08-31 23:37:10.000,2021-08-31 23:37:11.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2103.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2103.csv
OM-024042,OM2103,flight_cruising,flight_cruising,401,1630453031.0,1630453032.96,2021-08-31 23:37:11.000,2021-08-31 23:37:12.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2103.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2103.csv
OM-024043,OM2103,flight_cruising,flight_cruising,401,1630453032.0,1630453033.96,2021-08-31 23:37:12.000,2021-08-31 23:37:13.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2103.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2103.csv
OM-024044,OM2103,flight_cruising,flight_cruising,401,1630453033.0,1630453034.96,2021-08-31 23:37:13.000,2021-08-31 23:37:14.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2103.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2103.csv
OM-024045,OM2103,flight_cruising,flight_cruising,401,1630453034.0,1630453035.96,2021-08-31 23:37:14.000,2021-08-31 23:37:15.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2103.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2103.csv
OM-024046,OM2103,flight_cruising,flight_cruising,401,1630453035.0,1630453036.96,2021-08-31 23:37:15.000,2021-08-31 23:37:16.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2103.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2103.csv
OM-024047,OM2103,flight_cruising,flight_cruising,401,1630453036.0,1630453037.96,2021-08-31 23:37:16.000,2021-08-31 23:37:17.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2103.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2103.csv
OM-024048,OM2103,flight_cruising,flight_cruising,401,1630453037.0,1630453038.96,2021-08-31 23:37:17.000,2021-08-31 23:37:18.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2103.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2103.csv
OM-024049,OM2103,flight_cruising,flight_cruising,401,1630453038.0,1630453039.96,2021-08-31 23:37:18.000,2021-08-31 23:37:19.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2103.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2103.csv
OM-024050,OM2103,flight_cruising,flight_cruising,401,1630453039.0,1630453040.96,2021-08-31 23:37:19.000,2021-08-31 23:37:20.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2103.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2103.csv
OM-024051,OM2103,flight_cruising,flight_cruising,401,1630453040.0,1630453041.96,2021-08-31 23:37:20.000,2021-08-31 23:37:21.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2103.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2103.csv
OM-024052,OM2103,flight_cruising,flight_cruising,401,1630453041.0,1630453042.96,2021-08-31 23:37:21.000,2021-08-31 23:37:22.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2103.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2103.csv
OM-024053,OM2103,flight_cruising,flight_cruising,401,1630453042.0,1630453043.96,2021-08-31 23:37:22.000,2021-08-31 23:37:23.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2103.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2103.csv
OM-024054,OM2103,flight_cruising,flight_cruising,401,1630453043.0,1630453044.96,2021-08-31 23:37:23.000,2021-08-31 23:37:24.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2103.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2103.csv
OM-024055,OM2103,flight_cruising,flight_cruising,401,1630453044.0,1630453045.96,2021-08-31 23:37:24.000,2021-08-31 23:37:25.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2103.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2103.csv
OM-024056,OM2103,flight_cruising,flight_cruising,401,1630453045.0,1630453046.96,2021-08-31 23:37:25.000,2021-08-31 23:37:26.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2103.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2103.csv
OM-024057,OM2103,flight_cruising,flight_cruising,401,1630460192.0,1630460193.96,2021-09-01 01:36:32.000,2021-09-01 01:36:33.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2103.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2103.csv
OM-024058,OM2103,flight_cruising,flight_cruising,401,1630460193.0,1630460194.96,2021-09-01 01:36:33.000,2021-09-01 01:36:34.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2103.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2103.csv
OM-024059,OM2103,flight_cruising,flight_cruising,401,1630460194.0,1630460195.96,2021-09-01 01:36:34.000,2021-09-01 01:36:35.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2103.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2103.csv
OM-024060,OM2103,flight_cruising,flight_cruising,401,1630460195.0,1630460196.96,2021-09-01 01:36:35.000,2021-09-01 01:36:36.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2103.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2103.csv
OM-024061,OM2103,flight_cruising,flight_cruising,401,1630460196.0,1630460197.96,2021-09-01 01:36:36.000,2021-09-01 01:36:37.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2103.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2103.csv
OM-024062,OM2103,flight_cruising,flight_cruising,401,1630460197.0,1630460198.96,2021-09-01 01:36:37.000,2021-09-01 01:36:38.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2103.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2103.csv
OM-024063,OM2103,flight_cruising,flight_cruising,401,1630460198.0,1630460199.96,2021-09-01 01:36:38.000,2021-09-01 01:36:39.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2103.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2103.csv
OM-024064,OM2103,flight_cruising,flight_cruising,401,1630460199.0,1630460200.96,2021-09-01 01:36:39.000,2021-09-01 01:36:40.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2103.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2103.csv
OM-024065,OM2103,flight_cruising,flight_cruising,401,1630460200.0,1630460201.96,2021-09-01 01:36:40.000,2021-09-01 01:36:41.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2103.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2103.csv
OM-024066,OM2103,flight_cruising,flight_cruising,401,1630460201.0,1630460202.96,2021-09-01 01:36:41.000,2021-09-01 01:36:42.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2103.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2103.csv
OM-024067,OM2103,flight_cruising,flight_cruising,401,1630460202.0,1630460203.96,2021-09-01 01:36:42.000,2021-09-01 01:36:43.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2103.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2103.csv
OM-024068,OM2103,flight_cruising,flight_cruising,401,1630460203.0,1630460204.96,2021-09-01 01:36:43.000,2021-09-01 01:36:44.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2103.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2103.csv
OM-024069,OM2103,flight_cruising,flight_cruising,401,1630460204.0,1630460205.96,2021-09-01 01:36:44.000,2021-09-01 01:36:45.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2103.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2103.csv
OM-024070,OM2103,flight_cruising,flight_cruising,401,1630460205.0,1630460206.96,2021-09-01 01:36:45.000,2021-09-01 01:36:46.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2103.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2103.csv
OM-024071,OM2103,flight_cruising,flight_cruising,401,1630460206.0,1630460207.96,2021-09-01 01:36:46.000,2021-09-01 01:36:47.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2103.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2103.csv
OM-024072,OM2103,flight_cruising,flight_cruising,401,1630460207.0,1630460208.96,2021-09-01 01:36:47.000,2021-09-01 01:36:48.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2103.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2103.csv
OM-024073,OM2103,flight_cruising,flight_cruising,401,1630460208.0,1630460209.96,2021-09-01 01:36:48.000,2021-09-01 01:36:49.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2103.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2103.csv
OM-024074,OM2103,flight_cruising,flight_cruising,401,1630460209.0,1630460210.96,2021-09-01 01:36:49.000,2021-09-01 01:36:50.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2103.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2103.csv
OM-024075,OM2103,flight_cruising,flight_cruising,401,1630460210.0,1630460211.96,2021-09-01 01:36:50.000,2021-09-01 01:36:51.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2103.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2103.csv
OM-024076,OM2103,flight_cruising,flight_cruising,401,1630460211.0,1630460212.96,2021-09-01 01:36:51.000,2021-09-01 01:36:52.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2103.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2103.csv
OM-024077,OM2103,flight_cruising,flight_cruising,401,1630460212.0,1630460213.96,2021-09-01 01:36:52.000,2021-09-01 01:36:53.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2103.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2103.csv
OM-024078,OM2103,flight_cruising,flight_cruising,401,1630460213.0,1630460214.96,2021-09-01 01:36:53.000,2021-09-01 01:36:54.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2103.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2103.csv
OM-024079,OM2103,flight_cruising,flight_cruising,401,1630460214.0,1630460215.96,2021-09-01 01:36:54.000,2021-09-01 01:36:55.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2103.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2103.csv
OM-024080,OM2103,flight_cruising,flight_cruising,401,1630460215.0,1630460216.96,2021-09-01 01:36:55.000,2021-09-01 01:36:56.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2103.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2103.csv
OM-024081,OM2103,flight_cruising,flight_cruising,401,1630460216.0,1630460217.96,2021-09-01 01:36:56.000,2021-09-01 01:36:57.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2103.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2103.csv
OM-024082,OM2103,flight_cruising,flight_cruising,401,1630460217.0,1630460218.96,2021-09-01 01:36:57.000,2021-09-01 01:36:58.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2103.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2103.csv
OM-024083,OM2103,flight_cruising,flight_cruising,401,1630460218.0,1630460219.96,2021-09-01 01:36:58.000,2021-09-01 01:36:59.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2103.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2103.csv
OM-024084,OM2103,flight_cruising,flight_cruising,401,1630460219.0,1630460220.96,2021-09-01 01:36:59.000,2021-09-01 01:37:00.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2103.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2103.csv
OM-024085,OM2103,flight_cruising,flight_cruising,401,1630460220.0,1630460221.96,2021-09-01 01:37:00.000,2021-09-01 01:37:01.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2103.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2103.csv
OM-024086,OM2103,flight_cruising,flight_cruising,401,1630460221.0,1630460222.96,2021-09-01 01:37:01.000,2021-09-01 01:37:02.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2103.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2103.csv
OM-024087,OM2103,flight_cruising,flight_cruising,401,1630460222.0,1630460223.96,2021-09-01 01:37:02.000,2021-09-01 01:37:03.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2103.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2103.csv
OM-024088,OM2103,flight_cruising,flight_cruising,401,1630460223.0,1630460224.96,2021-09-01 01:37:03.000,2021-09-01 01:37:04.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2103.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2103.csv
OM-024089,OM2103,flight_cruising,flight_cruising,401,1630460224.0,1630460225.96,2021-09-01 01:37:04.000,2021-09-01 01:37:05.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2103.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2103.csv
OM-024090,OM2103,flight_cruising,flight_cruising,401,1630460225.0,1630460226.96,2021-09-01 01:37:05.000,2021-09-01 01:37:06.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2103.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2103.csv
OM-024091,OM2103,flight_cruising,flight_cruising,401,1630460226.0,1630460227.96,2021-09-01 01:37:06.000,2021-09-01 01:37:07.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2103.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2103.csv
OM-024092,OM2103,flight_cruising,flight_cruising,401,1630460227.0,1630460228.96,2021-09-01 01:37:07.000,2021-09-01 01:37:08.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2103.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2103.csv
OM-024093,OM2103,flight_cruising,flight_cruising,401,1630460228.0,1630460229.96,2021-09-01 01:37:08.000,2021-09-01 01:37:09.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2103.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2103.csv
OM-024094,OM2103,flight_cruising,flight_cruising,401,1630460229.0,1630460230.96,2021-09-01 01:37:09.000,2021-09-01 01:37:10.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2103.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2103.csv
OM-024095,OM2103,flight_cruising,flight_cruising,401,1630460230.0,1630460231.96,2021-09-01 01:37:10.000,2021-09-01 01:37:11.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2103.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2103.csv
OM-024096,OM2103,flight_cruising,flight_cruising,401,1630460231.0,1630460232.96,2021-09-01 01:37:11.000,2021-09-01 01:37:12.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2103.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2103.csv
OM-024097,OM2103,flight_cruising,flight_cruising,401,1630460232.0,1630460233.96,2021-09-01 01:37:12.000,2021-09-01 01:37:13.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2103.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2103.csv
OM-024098,OM2103,flight_cruising,flight_cruising,401,1630460233.0,1630460234.96,2021-09-01 01:37:13.000,2021-09-01 01:37:14.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2103.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2103.csv
OM-024099,OM2103,flight_cruising,flight_cruising,401,1630460234.0,1630460235.96,2021-09-01 01:37:14.000,2021-09-01 01:37:15.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2103.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2103.csv
OM-024100,OM2103,flight_cruising,flight_cruising,401,1630460235.0,1630460236.96,2021-09-01 01:37:15.000,2021-09-01 01:37:16.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2103.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2103.csv
OM-024101,OM2103,flight_cruising,flight_cruising,401,1630460236.0,1630460237.96,2021-09-01 01:37:16.000,2021-09-01 01:37:17.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2103.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2103.csv
OM-024102,OM2103,flight_cruising,flight_cruising,401,1630460237.0,1630460238.96,2021-09-01 01:37:17.000,2021-09-01 01:37:18.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2103.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2103.csv
OM-024103,OM2103,flight_cruising,flight_cruising,401,1630460238.0,1630460239.96,2021-09-01 01:37:18.000,2021-09-01 01:37:19.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2103.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2103.csv
OM-024104,OM2103,flight_cruising,flight_cruising,401,1630460239.0,1630460240.96,2021-09-01 01:37:19.000,2021-09-01 01:37:20.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2103.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2103.csv
OM-024105,OM2103,flight_cruising,flight_cruising,401,1630460240.0,1630460241.96,2021-09-01 01:37:20.000,2021-09-01 01:37:21.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2103.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2103.csv
OM-024106,OM2103,flight_cruising,flight_cruising,401,1630460241.0,1630460242.96,2021-09-01 01:37:21.000,2021-09-01 01:37:22.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2103.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2103.csv
OM-024107,OM2103,flight_cruising,flight_cruising,401,1630460242.0,1630460243.96,2021-09-01 01:37:22.000,2021-09-01 01:37:23.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2103.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2103.csv
OM-024108,OM2103,flight_cruising,flight_cruising,401,1630460243.0,1630460244.96,2021-09-01 01:37:23.000,2021-09-01 01:37:24.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2103.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2103.csv
OM-024109,OM2103,flight_cruising,flight_cruising,401,1630460244.0,1630460245.96,2021-09-01 01:37:24.000,2021-09-01 01:37:25.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2103.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2103.csv
OM-024110,OM2103,flight_cruising,flight_cruising,401,1630460245.0,1630460246.96,2021-09-01 01:37:25.000,2021-09-01 01:37:26.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2103.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2103.csv
OM-024111,OM2103,flight_cruising,flight_cruising,401,1630463792.0,1630463793.96,2021-09-01 02:36:32.000,2021-09-01 02:36:33.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2103.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2103.csv
OM-024112,OM2103,flight_cruising,flight_cruising,401,1630463793.0,1630463794.96,2021-09-01 02:36:33.000,2021-09-01 02:36:34.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2103.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2103.csv
OM-024113,OM2103,flight_cruising,flight_cruising,401,1630463794.0,1630463795.96,2021-09-01 02:36:34.000,2021-09-01 02:36:35.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2103.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2103.csv
OM-024114,OM2103,flight_cruising,flight_cruising,401,1630463795.0,1630463796.96,2021-09-01 02:36:35.000,2021-09-01 02:36:36.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2103.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2103.csv
OM-024115,OM2103,flight_cruising,flight_cruising,401,1630463796.0,1630463797.96,2021-09-01 02:36:36.000,2021-09-01 02:36:37.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2103.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2103.csv
OM-024116,OM2103,flight_cruising,flight_cruising,401,1630463797.0,1630463798.96,2021-09-01 02:36:37.000,2021-09-01 02:36:38.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2103.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2103.csv
OM-024117,OM2103,flight_cruising,flight_cruising,401,1630463798.0,1630463799.96,2021-09-01 02:36:38.000,2021-09-01 02:36:39.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2103.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2103.csv
OM-024118,OM2103,flight_cruising,flight_cruising,401,1630463801.0,1630463802.96,2021-09-01 02:36:41.000,2021-09-01 02:36:42.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2103.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2103.csv
OM-024119,OM2103,flight_cruising,flight_cruising,401,1630463802.0,1630463803.96,2021-09-01 02:36:42.000,2021-09-01 02:36:43.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2103.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2103.csv
OM-024120,OM2103,flight_cruising,flight_cruising,401,1630463803.0,1630463804.96,2021-09-01 02:36:43.000,2021-09-01 02:36:44.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2103.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2103.csv
OM-024121,OM2103,flight_cruising,flight_cruising,401,1630463804.0,1630463805.96,2021-09-01 02:36:44.000,2021-09-01 02:36:45.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2103.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2103.csv
OM-024122,OM2103,flight_cruising,flight_cruising,401,1630463805.0,1630463806.96,2021-09-01 02:36:45.000,2021-09-01 02:36:46.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2103.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2103.csv
OM-024123,OM2103,flight_cruising,flight_cruising,401,1630463806.0,1630463807.96,2021-09-01 02:36:46.000,2021-09-01 02:36:47.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2103.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2103.csv
OM-024124,OM2103,flight_cruising,flight_cruising,401,1630463807.0,1630463808.96,2021-09-01 02:36:47.000,2021-09-01 02:36:48.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2103.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2103.csv
OM-024125,OM2103,flight_cruising,flight_cruising,401,1630463808.0,1630463809.96,2021-09-01 02:36:48.000,2021-09-01 02:36:49.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2103.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2103.csv
OM-024126,OM2103,flight_cruising,flight_cruising,401,1630463809.0,1630463810.96,2021-09-01 02:36:49.000,2021-09-01 02:36:50.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2103.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2103.csv
OM-024127,OM2103,flight_cruising,flight_cruising,401,1630463810.0,1630463811.96,2021-09-01 02:36:50.000,2021-09-01 02:36:51.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2103.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2103.csv
OM-024128,OM2103,flight_cruising,flight_cruising,401,1630463811.0,1630463812.96,2021-09-01 02:36:51.000,2021-09-01 02:36:52.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2103.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2103.csv
